Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY08,OUT035,2391.0681493791603
FDZ37,OUT035,1615.3651470194982
NCT30,OUT045,688.4318167955213
DRY23,OUT018,445.0521470797132
NCZ30,OUT018,1655.2070257863054
FDC44,OUT018,1526.9240893018732
FDB45,OUT035,1838.028250275894
FDY04,OUT013,2672.1620439957624
FDM27,OUT046,2554.490037895788
FDZ43,OUT017,3960.8060201084495
FDT39,OUT019,557.8542238994384
NCC06,OUT019,108.77417802132084
FDL15,OUT027,3895.977834908737
FDL57,OUT017,4206.174477930346
FDU08,OUT046,1605.2344205767529
FDK40,OUT017,4304.523939782483
FDQ12,OUT010,1708.2621251448813
FDS48,OUT017,2529.6958202558026
FDP09,OUT045,3290.8203250562874
FDW21,OUT049,1763.6705518283802
FDY25,OUT035,3041.0468163552696
DRE13,OUT017,1476.5084318083946
FDV43,OUT019,-1183.669481779856
FDD22,OUT045,1718.4118222157074
FDM46,OUT019,-445.5925411217052
NCO30,OUT010,1011.7578886312847
FDM25,OUT046,2803.8380750770693
NCN41,OUT049,2036.0299967645924
FDU24,OUT045,1481.0501268385822
FDZ50,OUT046,2955.1913286044155
FDP45,OUT013,4047.7357171213266
NCM54,OUT045,1928.0237773745948
FDW10,OUT019,901.0128880024827
FDP20,OUT017,2159.1916799610613
FDK32,OUT046,2459.2415522321417
FDN52,OUT049,1544.539318528022
FDM58,OUT045,1763.7355648835696
FDZ46,OUT027,3234.6314573745844
NCA18,OUT018,1575.4378865383703
FDD35,OUT046,1976.606387942381
NCK31,OUT035,945.7432804309851
FDI40,OUT027,3097.5999318750355
FDT50,OUT019,-293.81494674893156
NCT06,OUT046,2604.995053801935
FDT31,OUT035,3131.6456032577844
FDT45,OUT049,990.0116427439589
FDT13,OUT045,2916.9903978223238
FDO50,OUT045,1418.2767543603616
NCU18,OUT010,299.23916238199195
NCR54,OUT049,3162.8965362457047
NCO18,OUT018,2529.47498656365
FDU09,OUT045,903.5930632072045
FDT13,OUT018,2714.8758885692337
FDE09,OUT046,1813.6608540879124
NCK53,OUT019,-283.5040640362465
FDG45,OUT049,3470.394187759954
DRH15,OUT035,881.2455845597387
FDO21,OUT019,1705.1043481275528
FDD14,OUT027,4345.4272538237165
FDC09,OUT046,1703.9201559201913
FDH45,OUT027,2211.5325358470022
FDV32,OUT046,1061.7159891837941
FDG12,OUT035,2134.7445955704848
FDS32,OUT013,2319.435326518903
NCL55,OUT018,3676.9922252598076
DRE01,OUT035,3949.330645687493
DRE15,OUT049,1355.693561520914
NCL42,OUT045,3813.789220791317
FDP31,OUT013,1107.9175469461236
FDN33,OUT018,1267.7481101496285
FDZ59,OUT046,2648.527922648226
FDE45,OUT010,926.7174256361304
FDJ07,OUT013,1948.1482995603865
FDQ45,OUT018,2718.9428046098515
FDM33,OUT027,4919.044031041489
FDO15,OUT010,-626.5693297536602
FDM46,OUT013,1499.8530638694801
FDR03,OUT045,3258.548237414605
FDY49,OUT018,2421.6344497854766
FDQ60,OUT045,1866.456782275775
FDW10,OUT049,2899.6520986857445
FDO51,OUT049,902.1757214657953
FDJ40,OUT018,1522.1749899851104
FDS20,OUT018,2622.136940727043
FDU45,OUT013,1880.082820332114
FDV02,OUT035,2842.6081642605022
FDN09,OUT046,3840.506994265854
NCM55,OUT027,4382.409694263899
FDN23,OUT018,2073.6174711806584
FDY31,OUT010,398.4670851619568
FDW03,OUT010,-153.76979833390078
FDD14,OUT046,2882.3188922488957
FDV23,OUT017,2112.6861437796492
DRI03,OUT045,2723.598473830553
FDN13,OUT035,1725.9243428526697
FDF45,OUT027,2495.5114710562466
FDU46,OUT035,1614.2441303694188
FDB57,OUT049,3665.2955837221634
FDV12,OUT049,1751.191002002606
FDQ58,OUT013,2475.912139372406
NCA18,OUT017,1936.4292452533632
FDH52,OUT049,1158.5252232013054
FDM24,OUT018,2161.0786495604216
NCP43,OUT027,4304.172025745704
NCO18,OUT019,883.0856346900746
FDM32,OUT017,1603.2658091080907
NCL07,OUT017,736.3082106275705
FDK03,OUT013,4065.7295655006005
FDP59,OUT017,1789.6728850420936
FDQ24,OUT049,4057.7824573594166
FDQ16,OUT018,1489.621004730548
FDU44,OUT013,2628.2581381531027
FDH28,OUT010,-1230.857304512799
FDV28,OUT019,-1266.336892805882
FDM22,OUT045,874.6177056551035
FDR56,OUT046,3139.902562770052
FDV39,OUT049,3244.171734421577
FDU37,OUT019,-551.7572891286363
FDQ11,OUT010,2138.3088538250845
FDX02,OUT045,3472.9864989549683
NCS42,OUT018,1190.027441048867
FDY57,OUT027,3013.8381511495572
FDB21,OUT049,3905.2615715055013
FDE28,OUT017,3771.116198723497
FDQ55,OUT017,1980.0575358146198
FDA48,OUT049,3611.1918235220205
FDZ19,OUT045,2693.7754249416116
NCC43,OUT045,3887.1671892243744
NCV18,OUT046,1292.0114221230283
NCA42,OUT018,2252.1457226496113
FDY45,OUT046,4071.6419055798565
NCC30,OUT045,2750.4222675456253
FDM57,OUT013,1453.3081400424805
FDL09,OUT010,745.3856973380881
FDB09,OUT027,3445.0577647097452
FDT44,OUT035,2046.3134216684703
NCT06,OUT027,4047.6773674283218
FDX26,OUT049,3003.4399905142227
FDK32,OUT013,2521.0110102699277
DRA12,OUT046,2286.4227305776567
FDO46,OUT010,1137.00142088035
FDE52,OUT013,1500.0426103964246
NCH42,OUT045,3542.6881863777244
FDV08,OUT035,889.4425053694999
FDB47,OUT018,3055.1603508794706
FDC28,OUT010,-108.70905000082257
FDD22,OUT046,1817.68958997006
FDS07,OUT027,3307.824648234507
DRI13,OUT045,3361.8595290704725
FDG32,OUT018,3223.2103167557643
FDU14,OUT017,4068.3668381484517
FDD28,OUT019,-892.5414409325342
NCP41,OUT017,1842.3101057048175
FDS08,OUT049,2874.18306840355
FDX47,OUT045,2482.184055953185
FDC53,OUT019,-265.4232099919034
FDQ19,OUT035,4012.4585536617165
FDL14,OUT045,2441.9024800379025
FDM33,OUT019,1602.8544648457855
FDA51,OUT045,1773.4579427936526
FDZ27,OUT018,561.5243088610712
FDT04,OUT046,705.2457693974549
DRC13,OUT049,2142.785991635002
FDR16,OUT027,4886.797155877839
FDQ03,OUT027,5230.140461235935
FDE38,OUT035,2814.338723100351
DRH23,OUT027,2355.9461451496095
FDT11,OUT019,1126.0538963046329
FDD09,OUT035,3014.138552419494
FDR40,OUT045,1322.1974744646895
FDX07,OUT017,3092.557091861349
FDR07,OUT035,1703.0910290644822
FDA51,OUT017,1960.2373849742103
FDT59,OUT019,1763.2563936712531
FDF20,OUT017,3197.098030748288
FDR13,OUT045,1819.729606546038
FDY26,OUT049,3474.1540734792525
FDW04,OUT017,2237.9057865528143
FDK52,OUT017,3696.470295842739
FDN60,OUT049,2591.683610768815
FDM09,OUT019,841.4347622293894
FDP46,OUT049,1536.7650350270958
FDB50,OUT019,-646.5660155263781
NCQ29,OUT049,4145.573185053754
FDP16,OUT027,5330.288875485658
FDX33,OUT018,2321.1784984219453
FDP07,OUT010,1144.2947775642238
FDN22,OUT046,4004.9829486053127
FDF39,OUT049,4282.416783384573
FDS21,OUT017,1151.3318272324739
NCM42,OUT013,1733.6855912317578
FDK50,OUT019,728.3140159351848
DRF13,OUT027,3791.0670317645695
FDH35,OUT018,2339.8889395152373
FDP60,OUT018,1360.694195960259
DRJ49,OUT027,3541.8898963744828
NCT42,OUT019,451.22361125097257
FDE38,OUT049,2766.2840619763747
FDI04,OUT049,3279.6724011413194
NCH54,OUT045,2409.0279869474157
FDT56,OUT049,1096.4036944010286
DRD15,OUT018,3375.1612818265153
FDV58,OUT013,3096.671916553394
FDP21,OUT049,3110.15545046428
FDH05,OUT013,3744.0418497951223
FDR10,OUT027,4032.643416461005
NCP06,OUT045,2290.681087378808
FDF33,OUT049,1827.7909963228703
DRK37,OUT013,3011.9937275822895
DRH49,OUT045,1296.9784441431127
FDT58,OUT013,2687.28380126752
FDD41,OUT018,1443.7512764936007
FDP40,OUT018,1543.440714332868
FDM51,OUT027,3145.4708271540194
FDO45,OUT010,-464.7247138339844
FDW33,OUT010,-216.07027823017302
FDY24,OUT045,862.1795170307225
FDB10,OUT010,1849.1172662618687
FDM40,OUT035,2391.7209072846526
NCI06,OUT017,2944.1767308710246
FDW12,OUT019,447.1951863120231
FDX48,OUT027,3959.428940949652
NCW05,OUT027,3126.0019466489994
FDX27,OUT017,1678.2120871604595
DRM37,OUT045,3050.986715782768
FDA38,OUT045,3750.1495169287477
FDR36,OUT046,707.0274102021829
FDZ45,OUT046,3150.850499650113
FDG05,OUT017,2676.754615212637
FDK28,OUT013,4108.747456299874
FDV47,OUT045,1332.243955187855
FDN21,OUT045,2490.2192577622095
FDP20,OUT027,3495.587602049656
FDI35,OUT045,2826.450973167027
DRY23,OUT013,774.0675920911551
FDA56,OUT017,2081.2307041607
FDB09,OUT013,2000.2871774121804
NCO26,OUT027,3300.703709283419
FDQ49,OUT018,2265.1215278690834
FDI52,OUT027,3407.6241136077265
FDZ44,OUT027,3335.6435607017406
FDZ09,OUT018,2328.216997005959
FDY03,OUT049,1948.6421938030917
NCG42,OUT017,2166.2178086455824
DRI13,OUT027,4897.539741558598
FDQ32,OUT013,2086.5276002199475
FDW16,OUT035,1658.5256085833776
FDU27,OUT046,813.5660052131118
FDR28,OUT010,729.0844915689482
FDQ49,OUT010,655.7221257981852
FDS37,OUT046,1870.1069093231504
FDW26,OUT018,3237.076559631269
FDX12,OUT018,3599.889364193584
NCP06,OUT013,2409.698192152834
FDW45,OUT010,409.5977464532599
NCN30,OUT049,1607.3781868972708
FDN24,OUT049,968.4528679357059
NCL41,OUT027,1993.3059035524352
FDR02,OUT019,-129.3118341471643
FDD09,OUT010,984.3613144093488
FDS33,OUT010,-515.1965093781348
FDU22,OUT045,1849.7704708404694
FDI53,OUT013,2647.651983246388
DRH01,OUT049,2863.927440852736
FDX32,OUT013,2351.910054095466
NCP30,OUT018,383.0874398760657
FDB60,OUT045,3039.645100353396
FDB14,OUT049,1648.2917617201824
NCP02,OUT035,1075.1051293047124
FDJ10,OUT017,2365.0400567774677
FDG34,OUT046,1828.587960458763
NCB18,OUT017,1499.068219494754
FDM16,OUT049,1362.1930507852305
FDW25,OUT018,1093.9306041727837
FDB35,OUT010,-405.7573571190105
DRN11,OUT013,2281.1586574173257
FDF41,OUT019,1985.9642892260927
FDH16,OUT045,1362.3950243693089
NCQ50,OUT018,3081.0804042903965
DRH23,OUT018,630.2630283528947
DRJ37,OUT013,2439.0603343192383
DRJ24,OUT027,4349.450747340721
FDY16,OUT035,3107.311932741399
FDQ27,OUT045,1677.4215150029868
FDZ33,OUT045,2297.3296641200295
FDF29,OUT045,2082.7125416842355
FDA08,OUT049,2744.273022089642
FDG31,OUT046,1081.1323822187358
FDE34,OUT019,963.9793273464416
NCR30,OUT027,2627.121032060244
FDV33,OUT035,4271.252334244857
DRZ24,OUT018,1637.1778501008241
NCL54,OUT035,2898.0943453931727
FDR12,OUT049,2888.102147917003
NCC54,OUT046,3780.0520165324706
DRN59,OUT013,791.4707749772135
FDX50,OUT019,-136.9231540221815
FDV31,OUT027,4281.1588680122695
NCA29,OUT027,4177.186197441959
FDW60,OUT049,2962.039141271313
FDX08,OUT017,3002.780439020541
DRD49,OUT013,3730.3763438064825
FDD33,OUT046,3662.7158089378154
FDW35,OUT013,755.3095857414247
FDJ36,OUT017,1787.5261079876968
FDV51,OUT035,2796.520315532568
FDW36,OUT046,1713.4181699386058
FDH35,OUT046,2636.5964133031903
NCS30,OUT027,3517.0183519902594
FDN49,OUT017,782.0208003141321
FDL08,OUT018,3626.5643705102175
FDI09,OUT013,3865.435505630512
FDP19,OUT018,1787.4913975952381
FDU21,OUT010,-1316.243146582262
NCP41,OUT045,1641.440932662188
FDY10,OUT013,1842.0650947256722
FDP12,OUT018,394.87038631310725
NCN26,OUT049,1957.9533444395252
FDK44,OUT013,2795.8762770468384
FDC28,OUT049,1870.6085371951376
FDJ41,OUT027,5607.169658285231
NCT29,OUT035,2092.948634037204
NCH42,OUT019,1685.920888131784
FDU60,OUT018,2430.597213883347
FDS02,OUT045,3033.7278090314626
FDC51,OUT046,2032.5515796659151
FDU03,OUT013,2971.850969710387
FDX39,OUT045,3327.221808341887
NCY05,OUT010,-1315.0747189689168
NCL06,OUT027,5521.043354416626
FDD32,OUT035,1497.4172346059122
NCN41,OUT045,1868.4437267207295
NCX53,OUT049,2347.1389935517936
FDU57,OUT019,512.9536296416082
FDQ23,OUT046,1682.645465477824
FDQ52,OUT045,3850.3823188268884
FDC14,OUT045,661.404812548571
FDY09,OUT035,2962.492245941175
FDQ28,OUT045,2466.7530628877585
FDV25,OUT046,3506.3949389050854
FDJ07,OUT035,2027.6605447399888
DRB25,OUT049,1782.2801873371038
FDK52,OUT019,1676.4507006822741
FDY52,OUT027,2511.5196656196813
FDB28,OUT046,3127.1349196679926
FDT36,OUT035,768.2437113610658
FDV25,OUT017,3626.714498716056
NCN07,OUT027,3510.4438910474078
FDC57,OUT017,3206.109221589559
FDQ03,OUT018,3510.936164492518
FDU23,OUT017,2777.1463384533577
NCX41,OUT035,3498.3206656547854
NCD06,OUT035,890.224523837772
FDW08,OUT045,1645.6272298762449
NCU29,OUT017,2392.163122393538
NCE06,OUT013,2552.190768780979
FDV52,OUT010,-1.1212975578848727
FDB02,OUT017,2961.7846626461596
NCR18,OUT045,642.5840652741771
FDK16,OUT049,1616.9898506939057
NCQ29,OUT010,2125.4745305406223
FDZ01,OUT019,-178.161947623493
FDW27,OUT035,2672.3733161831483
FDD17,OUT018,3489.748524079096
FDW39,OUT013,2909.519170882511
DRH59,OUT045,1110.565211764434
FDS52,OUT013,1677.8569318550342
FDU40,OUT027,4546.719806127525
NCF54,OUT013,2759.8483998741613
FDH46,OUT045,1633.9410275116834
NCP14,OUT049,1727.1023356140122
FDH50,OUT049,3065.0505260714904
DRF15,OUT010,527.6366229401316
FDV27,OUT027,2907.461886746492
NCJ06,OUT049,1998.2940760960528
FDN02,OUT018,2974.2793506769394
FDQ51,OUT049,939.940654679182
FDQ07,OUT017,3660.360510546207
FDS45,OUT049,1834.5474335685903
NCJ06,OUT045,1847.8236825234835
FDD36,OUT035,2033.8367650874152
FDY25,OUT045,2851.8999036699847
FDU52,OUT046,2474.0491164970513
DRK47,OUT017,3674.8239810296836
NCL30,OUT017,2138.1760185191565
